動作名稱,器材,重點部位,準備工作,動作要領,關鍵提示
仰臥起坐。啞鈴,啞鈴,腹部,"Lie on your back with knees bent and feet flat on the floor slightly apart.
Hold a dumbbell in each hand in a narrow grip above your chest.","1.Exhale and squeeze your abs to sit up and press the dumbbells
overhead until arms are fuly stretched.
2.Pause for a few seconds, inhale and return to the starting position
slowly and repeat.",1.Keep a braced core during the exercise.
坐姿提踵。啞鈴,"啞鈴, 平板椅",腿部：小腿肌,"Sit on the bench and position you toes slightly apart ona weight plate.
Hold a dumbbell in each hand on your thighs and push your heels down.","1.Exhale and slowly raise your heels up as high as possible.
2.Inhale, lower heels to the starting position slowly and repeat.","1.Keep your head, spine and neck in line and body balanced during the exercise.
2.Keep pressing the dumbbells against your knees during the exercise."
相撲深蹲。啞鈴,啞鈴,"腿部：股四頭肌, 腿部：臀肌","Take a wide stance with toes pointed outward. Hold a dumbbell in both
hands in front of your body with arms extended.","1.Inhale and squat down until your thighs are parallel to the floor.
2.Hold for a few seconds to feel the contraction.
3.Exhale, drive through the heels and midfoot to the starting position
slowly and repeat.","1.Keep the tiptoes in the same direction as your knees.
2.Do not let your knees go over your toes.
3.Do not lock out your knees at the top.
4.Keep your glutes, quadriceps and hamstrings engaged."
腕彎舉。啞鈴,"啞鈴, 平板椅",手臂：前臂,"Sit on a bench and rest yOur forearms on the thighs with the wrists ahead
of the knees. Hold a dumbbell in each hand with an underhand grip.","1.Exhale and curl your wrists up.
Pause for a few seconds at the top position.
2.Inhale and return to the starting position and repeat.","1.Keep your thighs and forearms parallel to the floor.
2.Keep your elbows and wrists at the same height during the exercise."
" 下斜板凳臥推。啞鈴","下斜板凳, 啞鈴","手臂：肱三頭肌, 肩膀, 胸部",Lie on a bench with feet secured under the footpads. Hold a dumbbell in each hand with elbows bent at 90 degrees and palms facing forward on each side of your chest.,"1.Exhale and squeeze your chest to push the dumbbells up to extend
your arms straight.
2.Inhale and slowly lower the dumbbells to the starting position and repeat.","1.Do not lock out your elbows at the top.
2.Keep a straight back and braced core during the exercise."
斜臥划舉。啞鈴,"上斜板凳, 啞鈴","肩膀, 胸部",Lie on a bench with feet on the floor. Hold a dumbbell above your thighs in each hand with palms facing up.,"1.Rotate dumbbells round your shoulders in a semi-circle motion.
2.Return to the starting position and repeat.","1.Do not shrug your shoulders when raising arms up.
2.Keep your elbows slightly bent throughout the movement.
3.Keep a straight back and braced core during the exercise."
V字捲腹。啞鈴,啞鈴,"腹部, 腿部：股四頭肌","Lie ftat on the floor with your arms fully extended overhead holding a
dumbbell together and legs extended apart in front.","1.Exhale and raise your arms and legs simultaneously to meet at the
top.
2.Pause for a few seconds, inhale and return to the starting position
slowly and repeat.","1.Do not let your legs touch the ground when lowering them.
2.Keep a braced core during the exercise."
斜躺二頭肌彎舉。啞鈴,"上斜板凳, 啞鈴","手臂：前臂, 手臂：肱二頭肌",Lie on a bench with feet on the floor. Hold a dumbbell in each hand in a neutral grip with arms hang straight down at your sides.,"1.Curl the dumbbells up towards your shoulders with palms up.
2.Squeeze your biceps and hold for a few seconds at the top position.
3.Lower the dumbbells to the starting position slowly and repeat.",1.Keep yOur upper arms still during the exercise.
下斜板凳飛鳥。啞鈴,"下斜板凳, 啞鈴","手臂：肱三頭肌, 肩膀, 胸部",Lie on a bench with feet secured under the footpads. Hold a dumbbell in each hand with palms up and extend your arms to the sides.,"1.Exhale and pull the dumbbells up in an arc motion in front of your
chest.
2.Squeeze your chest and hold for a few seconds.
3.Inhale, return to the starting position and repeat.","1.Do not use your biceps at the top position.
2.Keep your elbows slightly bent throughout the movement.
3.Keep a straight back during the exercise."
聳肩。啞鈴,啞鈴,背部：斜方肌,Stand with feet shoulder width apart on the ftoor. Hold a dumbbell in each hand in a neutral grip at your sides with arms extended.,"1.Exhale and and shrug your shoulders as high as possible with straight arms.
2.Hold for a few seconds at the top position.
3.Inhale and slowly lower the dumbbells to the starting position and repeat.",Keep a straight back and braced core during the exercise.
踏板上站姿提踵。啞鈴,"啞鈴, 踏板",腿部：小腿肌,"Stand with a dumbbell in each hand beside your body. Place the toes and
the balls of your feet shoulder width apart onto a platform.","1.Elevate your heels slowly as high as possible.
20Pause at the top for a few seconds, return to the starting position slowly and repeat.","1.Keep your head, spine and neck in line.
2.Keep a straight back and braced core during the exercise."
深蹲跳。啞鈴,啞鈴,"腿部：小腿肌, 腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart. Hold a dumbbell in each hand by your sides with arms extended. Squat down until your thighs are parallel to the floor.,"1.Drive through heels, knees and hips to jump upward as high as
possible.
2.Land on the floor and bend your knees to the starting position and
repeat.","1.To avoidjoint injuries, keep your tiptoes be in the same direction with your knees.
2.Do not let your knees go over your toes.
3.Keep a straight back and braced core during the exercise."
臀橋。啞鈴,啞鈴,"腿部：腿後肌群, 腿部：臀肌",Lie with knees bent and feet together on the floor. Hold a dumbbell with both hands and place it over the crease of your hips.,"1.Press your heels to lift hips up until your body forms a straight line
from your shoulders to your knees.
2.Hold fora few seconds at the top position.
3.Lower back to the starting position and repeat.","1.Do not allow your knees fall inward or outward.
2.Squeeze your glutes when lifting your hips.
3.Keep a straight back and braced core during the exercise."
甩鈴,啞鈴,全身,"Bend at your waist and knees with feet shoulder width apart and torso
hearly horizontal. Hold the dumbbell with both hands between your legs.","1.Contract your glutes and thrust your hips forward to swing the
dumbbell up to your chest level.
2.Swing the dumbbell back down to the starting position and repeat.","1.Rely on your glutes and quads to swing the kettlebell up instead of
your arms or back.
2.Keep the speed and height controlled and do not swing too fast or drop too low.
3.Keep a straight back and braced core during the exercise."
深蹲。啞鈴,啞鈴,"腿部：股四頭肌, 腿部：臀肌",Stand with feet shoulder width apart. Hold a dumbbell in each hand in a neutral grip at your sides with arms straight down.,"1.Inhale and squat down until your thighs are parallel to the floor.
2.Hold for a few seconds to feel the contraction.
3.Exhale, drive through the heels and midfoot to the starting position
slowly and repeat.","1.Keep the tiptoes in the same direction as your knees.
2.Do not let your knees go over your toes.
3.Do not lock out your knees at the top.
4.Keep your glutes, quadriceps and hamstrings engaged.
5.Make a vertical movement with the dumbbells, do not tilt the arms."
上斜板凳飛鳥。啞鈴,"上斜板凳, 啞鈴","手臂：肱二頭肌, 肩膀, 胸部",Lie on a bench with feet on the floor. Hold a dumbbell in each hand with palms up and extend your arms to the sides.,"1.Exhale and pull the dumbbells up in an arc motion in front of your
chest.
2.Squeeze your chest and hold for a few seconds.
3.Inhale, return to the starting position and repeat.","1.Do not Use your biceps at the top position.
2.Keep your elbows slightly bent throughout the movement.
3.Keep a straight back during the exercise."
上拉。啞鈴,"啞鈴, 平板椅","手臂：肱三頭肌, 背部：背部, 胸部",Lie your upper back on a bench with your legs bent and feet planted on the floor. Hold the dumbbell using both hands and press it over your chest with arms stretched.,"1.Inhale to lower your arms behind your head until your arms are in line with your torso.
2.Stretch out your chest and pause for a few seconds.
3.Exhale to pull the dumbbell in arc over your head until your arms are
vertical to your body.
4.Repeat slowly.","1.Do not lock out your elbows at the top.
2.Keep a straight back and braced core during the exercise."
